Rev_Title,Rev_Rate,Rev_Bdy,Rev_Hlp,Rev_Home,Prod_ID
qualité,5.0,la cuisine la première fois je me suis coupé le doigt maintenant plus de risque coupe nettement mieuxils ont tous un cache pour la eviter de ce couper avec la lame lorsquils sont dans un tiroire jadore juste jaurais preferé un autre emballage comme un coffret sinon je recommande,0,France,6
Design et très coupants,5.0,j’avais déjà un petit couteau céramique blanc et j’en voulais des plus gros et plus designceux là coupent très bien et semblent de bonne qualité à voir avec le temps mais je ne suis pas inquiètle design est top ne pas oublier l’économe également qui fonctionne très bien,0,France,6
Bon rapport qualité/prix,5.0,jai acheté ce produit car je voulais changer mes couteaux le produit est arrivé assez vite et bien emballé les couteaux sont légers mais ils ont comme même une bonne prise en main et un relief à la poignée qui evitent quils glissent ils coupent très bien il y en a de plusieurs tailles et ils sont de bonne qualité par rapport au prix la relation qualitéprix est vraiment très bien je les recommande,0,France,6
Attention ça coupe :),5.0,si vous cherchez le cadeau idéale pour les passionnés de cuisine cest le produit idéalcadeau de noel pour ma mère qui ne connaissait pas encore les couteaux céramique et bien cest un sans faute les couteaux et léconome sont de très bonne qualité la prise est main est parfaite rien à dire la coupe est attention tranchante vous naurez plus le besoin de vous y reprendre plusieurs fois cest net clair et précis la protection sur les lames est très bien car cela évite que les lames soient endommagées lors du rangement dun point de vue sécurité les protections des lames cest le top rare dans les coffrets de couteaux céramique,0,France,6
Lot de 4 couteaux efficaces,5.0,lot composé de  couteaux en céramique de tailles différentes avec protection de lames et dun éplucheur en plastique les couteaux coupent très fort ils sont pratiques pour couper tant les légumes que les grosses pièces de viande il faut toutefois veiller à prendre soins des lames en ne forçant pas et en ne les laissant pas tomber car elles sont fragiles aucune trace de rouille léplucheur peut faire un peu jouet mais il fait plutôt bien son travail ,0,France,6
qualité médiocre,1.0,je voulais des couteaux en céramique avec une protection autour de la lame a larrivée la protection de lun des couteaux ne se fixait déjà pas correctement sur la lame correspondante après moins de trois mois dutilisation normale la lame dun autre couteau sest tout simplement brisée à la base cest arrivé juste en saisissant le couteau je nétais pas en train de couper quoi que ce soit je suis extrêmement déçue de la qualité en plus leau laisse des taches sur les lamesbref je ne recommande pas et bien sûr pas moyen davoir un geste commercial,0,France,6
Je recommande,5.0,jai acheté ces couteaux pour pouvoir découper mes makis sans les abîmer et le résultat est top les couteaux sont solide et coupe très bien coupe très netteles lames sont protégées par un cache afin de protéger les lames et de ne pas se couperje recommande ce produit produit de qualité,0,France,6
très coupant pour les doigts !,1.0,coupe très bien trop bien me suis déjà coupée plusieurs fois à langle droit près du manche fragile comme tous les couteaux céramiquepourtant le grand a été cassé en découpant du chou sans lavoir fait tomberça continue casse et surtout les manches qui se descellent  a eviter,0,France,6
Super produit,5.0,les couteaux coupent très bienles differentes taillent de couteaux sont idéaleset léconome égalementils ont lair solide à voir sur du long termeils sont accompagné dun protège lame,0,France,6
"Couteaux de chef,",1.0,bonjourfranchement je regrette mon achat cest des couteaux basic qui coupe malj e déconseille cet marqueà peine acheter il coupe mal,4,France,6
Vraiment top pour le prix,5.0,jai commandé les coteaux car les miens sont vieillissants et la vraiment une grande surprise car ils sont vraiment très tranchants vraiment faire attention à la manipulation et ranger dans les étuis pour éviter toutes coupures,0,France,6
Couteaux très coupants,5.0,ils coupent très très bien ils sont légės et maniables le petit plus est la protection des lames cela évite de se couper accidentellement je les ai acheté car ma mère a les mêmes car pour couper certaines viandes ils sont bien pratique je recommande,0,France,6
Ne coupent pas : Made in China,1.0,mauvais pour moi achat pour rien argent jeté par la fenêtre avec un vrai bon article made in china sur les  couteaux seul le plus petit coupe vraiment arrivé en plus dans un emballage en dessous de tout commentaire même pas de boîte deux partie de mousse collées avec de lautocollant orange bref cela mapprendra à ne plus acheter des articules qui ne sont pas dune vraie marque de qualité,0,France,6
Très bonne qualité,5.0,couteaux de très bonne qualité le découpage des légumes et de la viande est devenu une tâche trop facile et même très amusanteje recommande vivement ces couteaux vous n’allez jamais regretter,0,France,6
Ils ne sont pas solides!,2.0,j’ai acheté ce set de couteaux il y’a  mois ils coupent très bien malheureusement ils ne sont vraiment pas solidessur les  reçus  se sont déjà cassésdommage que la qualité ne soit pas au rendezvous,0,France,6
Couteaux céramiques efficaces,5.0,cest la première fois que jutilise des couteaux céramiques et je suis agréablement surprise de la qualité et la livraison très rapidejai reçu  couteaux avec leur couvercles de protection que je trouve très pratique en plus d un éplucher de légumes et franchement  ils coupent très bien ,0,France,6
Agréablement surprise !,5.0,j’ai acheté se set de couteau sans avoir de réel grande attente vue le prix mais j’ai été vraiment très très  surprise excellent rapport qualité prix je recommande à  très rapide ,0,France,6
N’hésitez pas !!!Pour vous autant que pour offrir,5.0,arrivés très bien emballés bonjour franchement ils sont parfaits ces couteaux en céramique  chacun a son étui donc c’est parfait car en voyant la photo je n’étais pas sûre de ça,0,France,6
A voir avec la garantie,2.0,bonsoir je pense que du a un défaut de fabrication mon couteau c est casser d un coup net en coupant photo a lappui sinn très satisfait coupe très bien a voir avec la garantie et se qu on me propose comme solution je met  etoiles pour linstant jen rajouterais quand on aura trouver une solution a mon problème bonne soiree,0,France,6
Très bonne qualité !,5.0,"your browser does not support  video


   ils sont de très très bonne qualité  il y a plusieurs tailles donc c’est un set bien complet  ils supporte très bien le lave vaisselle  attention ça coupe  😂 je recommande ce produit ",0,France,6
Couteaux en céramique noir idéales pour cadeau,5.0,cest un très bon produit de qualité et qui permet une découpe propre et nette ça été un cadeau idéal pour mon mari qui avait marre des couteaux qui ne coupaient pas maintenant il est plus que ravi et il les utilise pour ses ingénieuses recettes de cuisine en plus de ça le rendu est chic quoi demander de plus,0,France,6
Lames très fragiles,2.0,totalement déçue par ce lot de couteaux a louverture ils paraissent jolis et solides mais ce nest quillusion à la première utilisation pour couper du pain la lame est sortie du manche  inutilisable ensuite en découpant  des légumes la lame à sauté et crash test un couteau tombé au sol lame cassée directement,0,France,6
"Joli couteau, pas cher, pas solide du tout !",2.0,joli couteau pas cher mais vraiment pas solide au bout dun mois lun est ébréché et lautre a perdu son manche lors dune utlisation ménagère normal vraiment décevantle grand couteau a une emprise collée dà peine  dans le manche donc probleme de conceptionparfois il vaut mieux mettre le prix,0,France,6
Mauvaise qualité,1.0,vraiment très mauvaise qualité acheté le  septembre nous sommes aujourdhui le  octobre deux de mes couteaux sont déjà cassé lun la lame cest décollée du manche alors que cest la deuxième fois que je me sers résultat je me suis entailler méchamment un doigt et lautre à cassé en coupant du potiron  je suis dégouté un mois et déjà la moitié de mes couteaux hs,0,France,6
Pratique et bon design,5.0,coupe parfaitement je m’attendais à les avoir un peu plus grand mais le principal c’est qu’ils font le job  une bonne prise en main et le design est très sympa et sobre,0,France,6
Mauvaise qualité,1.0,au bout de  mois les lames sortent du manche je suis quasi certain qu’il ne s’agit pas de couteaux en céramique,6,France,6
Un set de couteaux très tranchants,5.0,génial  un set de couteaux ultra tranchants simple a laver super jolije ne suis pas du tout decu je n utilise que ces couteaux maintenantje recommande,0,France,6
couteaux céramique,4.0,j’apprécie beaucoup les couteaux en céramique les différentes tailles correspondent à ce que je recherchais le seul que je n’utilise pas est lépluche légume car ils sont toujours relativement fragiles ces couteaux sont de bonne facture avec leurs protections qui sont très utiles bonne qualitéprix,0,France,6
Fait  parfaitement le travail,5.0,franchement génial  les couteaux coupent parfaitement les aliments légumes viande l éplucheur à légumes est top même pour les patates douces tout devient facile  par compte faire très attention car on a vite fait de se couper si on n’ est pas prudent ,0,France,6
"Conforme, bien coupant",4.0,attention ça coupe les couteaux sont agréables au touché et sont jolis ils coupent plutôt bienléconome aurait par contre bien profité du même revêtement que les couteaux ce qui malheureusement nest pas le cas tel quel au touché et à loeil il donne une sensation de basse qualité je ne lai cependant pas encore essayé et ne peux dès lors me prononcer sur la qualité de sa lame,0,France,6
Léger et efficace,5.0,très beau set de couteau qui a trouvé sa place dans la cuisineles lames sont très bien affûtés et le fourreau de protection n’est clairement pas de trop,0,France,6
Coûteux de qualité,5.0,jeu de couteaux en céramique noirsils sont livrés avec une petite protection individuelle noireet ils coupent vraiment bien rien à redirema famille avait acheté le même jeu er ils tiennent dans le temps,0,France,6
Dangereux et de mauvaise qualité!,1.0,durée de vie de moins d’une semaine c’est scandaleux une des lames à failli m’atterrir en pleine face dangereux et de mauvaise qualité,4,France,6
Excellents couteaux de cuisine,5.0,matériel bien emballé dans des sachets individuels le tout dans une boite en polystyrène les couteaux sont beaux et de très bonne qualité attention ça coupe on peut se raser avec  jai essayé sur mon bras,0,France,6
Bons couteaux,4.0,colis arrivé rapidement couteaux céramiques noirs avec protection des lames et épluche lègumesils coupent bien  plusieurs longueurs de lame appréciable dans une cuisineattention aux doigtsà voir dans le temps,0,France,6
trop fragile,2.0,alors si ils sont beaux  légers   les étuis pour rangements  c est pratique mais les  plus petits sont deja cassé  semaine et  semaines  et pas en tombant ou en faisant n importe quoi  mais en coupant les lames sont mal fixées au manche  resultat  ca casseen esperant que les  plus grands tiennent quelques semaines encore ,0,France,6
Bien,5.0,article reçu en temps et en heure ils sont déjà posés dans cuisine prêts à être tester jaime bien les protections qui vont avec et une mention spéciale pour le vendeur qui est très pro je recommande,0,France,6
Beaux et efficaces!,5.0,ces couteaux font le job couper et très bienils sont même très jolis avec leur lame noire et leurs étuis noirs eux aussi qui protègent des blessures quand on les range en vrac dans le tiroirbref très satisfait de cet achat,0,France,6
Beaux,4.0,très beaux couteaux élégants par contre niveau coupe j’ai eu des couteaux en céramique qui tranchaient mieux même si ils font quand même le boulot,0,France,6
Très pratique et fonctionnel,5.0,très tranchant et très pratique avec les protèges autour on peut les emporter partouttrès contente de mon achatje recommande,0,France,6
Tres bien,5.0,les couteaux coupent très bien léconome également très pratique dutilisation le manche possède une partie rugueuse pour une bonne prise en mainils sont fournis avec un étui pour protéger la lame qui est très finearrivés très rapidement satisfaite de lachat bon rapport qualité prix,0,France,6
Conforme bon produit,4.0,apres quelque semaine dutilisation jen suis satisfait coupe parfaitement léger bonne prise en mains bon rapport qualité prix,0,France,6
Coupe tres bien,5.0,super contente de mon achat les couteaux sont de bonne qualite coupent tres bien se lavent facilement ils sont vendu avec les proteges lames ce qui est pratique pour le rangement lepluche legumes est aussi tres bien je recommande,0,France,6
Évitez,1.0,achèter en janvierlles commentaires donnaient l’impression de produit de qualitéles premiers jours nous en étions content et puis comme sur la photo c’est désormais le deuxième ou la lame commence par bouger et fini par sortir seul du manche j’me demande si les objets d’amazone proviennent pas de wich a  euros prix reel bref a ne pas acheter vous êtes prévenu,0,France,6
IMPEC,5.0,bonjourjuste pour dire que je suis très satisfait à la fois des produits et damazon rapide efficace colis laissés dans la boite à la date prévue impecsauf anomalie à découvrir les produits sont conformes les couteaux sont bien en main t  pour les gants légers et semblent couper à la perfection,0,France,6
Efficace mais fragile,5.0,coupe bien mais fragile un des couteaux sest cassé en coupant en  un épi de maismaj suite au commentaire et a la note attribué de  étoiles le vendeur propose un remboursement je trouve la démarche correcte et je remonte ma note a  étoiles les autres couteaux sont toujours utilisés et coupent toujours aussi bien,0,France,6
Très coupants mais fragiles,4.0,effectivement celui de taille moyenne na pas résisté à une gousse dail sinon ils coupent bien ont une bonne prise en main et pour le prix cest ce quon demande,0,France,6
Solidement emballé !,5.0,très bon emballage les couteaux coupent bien je suis satisfait pour le prix le petit plus les caches couteaux pour ne pas se blesser quand c’est dans le tiroir,0,France,6
lame fragile se casse,2.0,lames trop fragiles se cassent à lusage ces couteaux ont tenu trois mois sans un usage vraiment intensifa éviter,0,France,6
Parfait pour cuisinier confirmé,5.0,de véritable rasoir les poignet son ergonomique douceles lame sont solidetrès bien emballé par le fournisseurun emballage individuelle puis conditionné dans boîte polystyrèneje recommande,0,France,6
Parfait,5.0,un très bon rapport qualité prixles couteaux correspondent à mes attentes et en pluq très design de part leurs couleurje recommande vivement,0,France,6
Bon couteaux qui coupent,5.0,très content de mon achat les couteaux se sont révélés efficacescela me change de les anciens couteauxl emballage est bien ils sont très arrives intacts car éviter les chocs est importants,0,France,6
Coupe efficace,5.0,le produit est très bien emballé aucun risque au déballage les protections de couteau son pratique et la coupe est vraiment excellente,0,France,6
Un kit idéal pour la cuisine,5.0,kit de couteaux esthétiquement top du mal à trouver des couteaux noirs et bien aiguiséstrès bien aiguisés et coupent facilement utilisation depuis  jours et je ne suis pas déçue de cet achat légumes aromates simple de découpepetit plus pour l’éplucheur qui est fourni dans le kit ,0,France,6
Fragile,5.0,tout allait plutôt bien jusquà ce que le couteau se casse en coupant du chorizoau milieu du chorizo donc même pas en touchant le plateaudonc pour la durée de vie cest pas terrible,0,France,6
Trop fragile,2.0,couteau qui coupe très bien mais ils sont beaucoup trop fragileun couteau où la lame cest cassé en deux donc a fini à la poubelleun autre ou la lame et le manche cest décollé en coupant une pommeet une autre où la lame a perdu un morceaudonc il me reste  couteau intacte et léplucheur,0,France,6
Léger et terriblement efficace !,5.0,je viens de macheter ces couteaux le matériel est de très bonne qualité et les couteaux coupent très bien de plus toutes les tailles permettent de couper tout type daliments avec facilitée et maniabilité déconcertante lépluche légumes fonctionne également très bien les protection de couteaux permettent un rangement en toute sécurité,0,France,6
emballage top qui protège les couteaux et l'éplucheur,5.0,les couteaux et léplucheur sont emballés individuellement avec un emballage bullele tout est ensuite contenu dans une boite rectangulaire polystyrèneles couteaux sont du plus bel effet avec cette couleur  style carbone et les etuis individuelles de chacun des  couteaux sont un plus pour eviter tout accident  car les lames coupent très bien,0,France,6
Excellent pour ce petit prix,5.0,couteaux très tranchants bien protégés et dune belle couleur différentes tailles pratique pour cuisiner différentes choses,0,France,6
Super ensemble des couteaux,5.0,jolie ensemble de  couteaux avec couvercle et  eplucheur en ceramique après test ils coupent très bien il faut faire attention ils coupent sans difficulté même des légumes très solides contente de mon achat bon rapport qualité prix,0,France,6
TOP,5.0,super beaux ils coupent bien et ils sont bien emballerde plus ils ont le cache pour la sécuritétres bon rapport qualitéprix,0,France,6
bons couteaux pour un bon prix,4.0,je les ai essayés quelque fois déjà et je suis très content a la première utilisation jai essayé de couper une pêche et à ma grande surprise le petit couteau coupé à travers le noyau donc cest très tranchantl’éplucheur ne se sent pas très ferme mais je recommande vraiment les autre couteauxen général cétait un bon achat pour un bon prix,0,France,6
Très tranchants !,5.0,rapport qualité prix au rendezvous et tranchent très bien attention à la céramique qui est bien moins solide que lacier bien que je nai pas encore réussi à en casser un,0,France,6
Cassé à la première utilisation,1.0,cassé à la première utilisation en coupant un butternut pareil pour lépluche légumes avec une carotteconclusion  produits médiocres et de piètre qualité je déconseille,0,France,6
Couteaux efficaces !😊😊👍👍,5.0,les couteaux ont été livrés rapidement 😊ils sont très beaux se lavent facilement au lavevaisselle de plus les coteaux se prennent bien en main et sont très efficaces je recommande fortement 👍👍,0,France,6
Indispensable,5.0,voilà un set de couteau que tout le monde devrait avoiril coupe parfaitement bien même un peu tropils sont facile à nettoyer et se range facilement,0,France,6
Parfait,5.0,article reçu dans un carton bien protégé car la céramique est fragilejavais déjà des couteaux en céramique mais ces couteaux sont encore plus efficacebonne prise en main et une protection est fournie pour chaque élément du colisrien à redire si ce nest que ces couteaux répondent parfaitement à lattente que jen avaisbonne utilisation à tous ,0,France,6
Mitigé,3.0,coupe bienmais la durabilité est nulle sur  couteaux  étaient cassés ou endommagés au bout de d’un mois,0,France,6
Super efficace et touché agréable,5.0,j’adore ces couteaux super efficaces tres bonne qualité de découpe et surtout très agréables au touché avec leurs poignées touchée veloursje recommande ,0,France,6
Moyen,3.0,satisfaite au début de l’utilisation mais ils se sont cassés sur certaines parties de la lame au fur et à mesure,0,France,6
Se sont tous cassés les uns après les autres,1.0,les couteaux coupent très bien mais sont extrêmement fragiles ils se cassent à la moindre résistance ou même sans résistance pour les petits couteaux,0,France,6
Très coupants,5.0,ces couteaux sont extrastrès esthétiques ils font leur effet dans une cuisine moderneils sont extrêmement coupants et la protection en plastique est donc très pratique pour ne pas se couper quand on les sort du tiroir,0,France,6
Un super produit pour la cuisine !,5.0,bonjourle produit est juste exceptionnel il découpe super bien mes alimentsjavais de vieux couteaux qui ne coupaient presque plus rien ceux la ce nest pas la même chose ils coupent trop bien cest même un peu trop dangereux je recommande sans hésiter le produit ,0,France,6
Mauvais,1.0,un des couteaux s’est cassé dès sa première utilisation alors que je coupais de la viande comme d’habitude très mauvaise qualité,0,France,6
Couteaux très pratiques,5.0,bonjourje suis ravi de cet achat les couteaux sont très bienjai remarqué depuis la première utilisation leur différence avec les autres que jai et qui mettent du temps pour couper je recommande vivement ces coûteuxmerci,0,France,6
Parfait. 🔪,5.0,produit au top cest pour un cadeau il sont mieux que les miens le manche est en silicone et il y a une partie antidérapant à lextrémité le vendeur et très agréable aussi je recommande,0,France,6
Produits de très bonne qualité,5.0,couteaux de très bonne qualité très aiguisés de quoi faire de bons petits plats très pratiques avec leurs étuis à lame pour ne pas se couper en les prenant dans le tiroir je vous les recommande,0,France,6
Déçu,2.0,au bout dun mois la lame dun couteau cest déboitéemalgré une utilisation normalecest vraiment décevantjespère obtenir un échange ou un remboursement,2,France,6
Ils coupent bien,5.0,tres jolis couteaux très beaux dizagne dommage il manque il manque un support pour les ranger,0,France,6
Juste parfait,5.0,la coupe parfaite de la céramique et l’esthétique en plus ça change des habituels blancs,0,France,6
Couteaux céramiques,5.0,très bons couteaux de cuisineidéal pour couper viande et légumestrès bon épluche légumesjapprécie le protège couteau ayant des enfants cest très pratique,0,France,6
Parfait,5.0,très beau set de couteaux céramiques très bonne qualité et beau design noir très satisfaite,0,France,6
Super couteaux,5.0,super pratique attention cela coupe très bien même les doigts mettre hors de la portée des enfants,0,France,6
Excellent!,5.0,produit de très bonne qualité tient super bien en main depuis réception je les utilise constamment en cuisine surtout pour la découpe de fruits légumes et viandes et ça coupe vraiment a merveille  je ne peux que conseiller ce produit surtout à ce prix ,0,France,6
trés bon rapport qualité prix,5.0,reçu rapidement et dans un emballage parfaittrés bon produits pas cher et tranchantavec leur cache de protection de lame pas de risque de coupuretrés bon produit,0,France,6
Efficacité,5.0,le top coupe à la perfection attention ⚠car ça coupetrès beaux et en plus avec protection,0,France,6
Bon rapport qualité prix,5.0,satisfait de mon achat set de  couteaux céramiques de tailles différentes  avec leurs protègeslames   éplucheur céramique ils coupent parfaitement fruits légumes viandes bon rapport qualité prix et joli design,0,France,6
Efficaces !,5.0,couteaux qui coupent très bien  donc attention aux doigts légers et look sympa en noir manche solide  je recommande  super prix en plus ,0,France,6
Bons couteaux aigus,5.0,bons couteaux pour tous les produits sauf le pain pour lequel un couteau en métal convient mieux parfaits pour la viande le poisson les légumes etc après  mois dusage sont comme neufs,0,France,6
Set couteaux,3.0,les coins de la lame  a la jonction lame poignée de prise en main  sont aussi coupant que la lame elle mêmel’épluche légume ne fonctionne pas du tout,0,France,6
indispensable,5.0,ces couteaux valent largement le coup  jadore  je vous les recommande vivement,0,France,6
très bon rapport qualité prix,5.0,ces couteaux coupent très bien tous les aliments ils sont beaux et de bonnes qualitéles étuis de protection sont très utiles pour les ranger en toute sécuritéje suis très content de mon achat,0,France,6
Pas de longue durée,3.0,coupe très bien malheureusement au bout de quelques mois il y a jeu entre la lame et le manche je précise que lave les couteaux à la main et jamais à la machine et aujourd’hui la lame s’est carrément séparée du manche donc bons couteaux mais pas sur le long terme,0,France,6
Très tranchants,5.0,excellents couteauxextrêmement tranchants et faciles à nettoyerléplucheur fonctionne vraiment bien,0,France,6
Mauvaise qualité,1.0,les couteaux se sont détachés de leur manche assez rapidement en quelques semaines dutilisation la lame commence à se défaire du manche et bouge à la découpe déjà  couteaux sur  endommagés tres mauvaise qualité,0,France,6
assez fragile,3.0,le manche du couteau nest pas super question prise en main  mais il reste malgré tout très léger  pour la solidité poir linstant ça va  achat de  mois mais je ne parierai pas sur la longévité,0,France,6
Super satisfaite de cet ensemble,5.0,je suis plus que satisfaite de cet ensemble en céramique les couteaux coupent très bien ergonomie au top l’économe est également super,0,France,6
Lame épaisse et résistant,5.0,exactement ce que je cherchais ils sont très bien facile à couper la viande ainsi que  les fruits et légumes la lame est épaisse et affûté je trouve que la finition est très bien et ils semblent résistants ils sont fournis avec une protection ce que je trouve bien moi qui les range dans les tiroirs,0,France,6
J’adoreuhhh,5.0,vraiment pour le prix je trouve que ces couteaux sont extras je cuisine beaucoup et je les trouve parfaits plusieurs tailles donc plusieurs utilisationsrapport qualité prix extra ,0,France,6
À fuir,1.0,je reviens sur mon évaluation couteaux trop fragiles première utilisation du grand couteau sur un pastèque et le couteau se couche sse à la basevraiment déçu de mon à hat,0,France,6
Très content de mon achat.,5.0,je découvre des couteaux ont un excellent tranchantils sont légers et cependant robustesle design est sympa et la finition soignéeje navais pas couteau en céramique jusquà présent et je dois dire que je ne suis pas déçu de mon achat,0,France,6
De très bons couteaux de qualité,5.0,très bon couteau il coupe bien faut faire attention au doigt je le recommande cordialement,0,France,6
Produit défectueux,3.0,au bout de la ̀me utilisation pour découper une carotte la lame se brise directementsinon les couteaux coupent effectivement très bien mais à voir dans le temps sil ne se produit pas le même phénomène avec les autres couteaux de la sérieproposez vous un remplacement pour ce produit défectueuxmerci,0,France,6
Mieux que MiracleBlade 😁,5.0,le produit se present beau et fonctionel j’ai pu essayer juste un des  couteux que j’ai reçu et sincerement sa donne envie de cuisinertop,0,France,6
Bon article,5.0,couteau reçu à temps et de très bon qualité je suis juste ravi d’avoir acheté ce produit,0,France,6
tres utile,5.0,mon fils a adorepratique  efficace léger à voir dans la longueur,0,France,6
Un SAV en béton,5.0,apres  semaines d utilisation hélas  un des couteaux se casse en  j ai prit contact avec le vendeur  apres avoir envoyé une photo du couteau  celuici m a carrément renvoyer le kit complet  un tres grand bravo à vous  je recommanderai chez euxsinon les couteaux coupent parfaitement et sont très léger  pas volé pour le prix je trouve surtout avec le sav,0,France,6
Économe cassé !,5.0,"your browser does not support  video


   bonjour léconome était déjà cassé quand jai deballé le coliscomment faire pour en recevoir un en état de marche les couteaux sont arrivés en un seul morceau et on lair de bonne facturemerciedit  remboursement  ok pour moi",0,France,6
Excellente,5.0,ils coupent bien et ils sont légers  ils sont très bons par rapport aux couteaux chers je les conseillerai à mes amis car ils ont besoin dun si bon produit,0,France,6
Satisfaite,5.0,je suis entièrement satisfaite ils sont tellement légère jai douté de la qualité bah non je suis de les avoir achter,0,France,6
Coupent mais fragiles,3.0,couteaux qui coupent et coupent très bien mais ils l’ont l’air bien fragile le bout pointu en s’est déjà cassé sur les deux plus petits,0,France,6
fragile,1.0,les pointes se sont rapidement cassées et loxidation et le tranchant des lames ont été tout aussi rapide,0,France,6
Faux couteaux en céramique,1.0,bonjour ce ne sont pas des vrais couteaux en céramique au bout de  jours ils ne coupent quasiment plus citron,0,France,6
Couteaus ceramique un peu lourds,4.0,les couteaux sont de bonnes qualite cependant ils sont plus lourds que ce que jimaginais,0,France,6
Je recommande,5.0,très bonne qualité vendu avec les protections de l’âme parfait ils coupent vraiment bien  le faite d’avoir plusieurs taille c’est vraiment bien très contente de l’achat,0,France,6
Couteau,1.0,mauvais produits na même pas tenu une journée jai voulu coupé de la viande il s est cassé au bout d une semaine il était tous cassé,0,France,6
Tres beaux couteaux arrives le jour meme,5.0,articles arrivés le jour même super efficace  ils sont très beaux tout en noir chaque couteau a une protection et l’epluche legume est tres pratique dans ce sens la seul bemole attention au packaging c’est dans une petite boite en carton donc a acheter pour soi surtout ou anticiperun papier cadeau si c’ets pour offrir,0,France,6
Lame très Fragile,2.0,première utilisation la lame s’est cassée nette mauvaise qualité je ne conseille pas,0,France,6
fragile comme la céramique,2.0,les couteaux coupent  bien  mais pas lépluche légumes et ils cassent au niveau du manche,0,France,6
Se démanche,1.0,couteau utilisé pour cuisiner et tailler les légumes et le painsont très efficaces mais malheureusement là lame est très peu enfoncé dans le manche ainsi quand on taille un légume un peu dur comme un potimarron avec le plus grand couteau celuici se démanché les autres ce sont aussi démanché je vous déconseille dacheter ce produit,0,France,6
Bon produit,4.0,jen suis content pour le moment à voir avec le temps,0,France,6
Couteaux de très bonne qualité,5.0,excellents couteaux super bien eguisés et qui le restentjai pu réalisé des découpes ultra fines et très facilementje recommande vivement ce produit,0,France,6
Interressant,4.0,une étoile en moins car ils ne coupent pas si bien que cela je m’attendais à mieux mais ils sont beaux passent très bien au lave vaisselle,0,France,6
bon poids par taille,5.0,ces couteaux sont très bonsl’éplucheur de pommes de terre n’est pas aussi bon que les couteaux mais cela fonctionne bienle protègecouteau est bon car ils sont assez tranchantsle poids du couteau est bon pour sa taille et le manche est confortable dans la main même dans les grandes mains comme la mienne,0,France,6
Efficace mais attention,4.0,très satisfait de ces couteaux au quotidien mais attention la lame de lun deux sest déjà décollé du manche après  mois dutilisation,0,France,6
bonne qualité,5.0,couteaux de bonne qualitéemballage pas très sexy mais bon peu importecest la qualité qui compte,0,France,6
Set très complet / top,5.0,super set de couteaux en céramique les manches sont très ergonomiques et bien désignésles couteaux coupent très bien et se nettoient très facilementje recommande pour la maison et même en idée cadeau pour la famille,0,France,6
Lames se cassent,1.0, les lames sabiment et des morceaux se détachent au bout de  jours sans utilisation  la couleur sombre se désagrège au lavage quid de la teinte qui doit certainement se répandre sur les aliments coupésconclusion à fuir,0,France,6
Couteaux au top,5.0,tres bon couteaux attention  ils coupent  très efficaces,0,France,6
Bien,5.0,les couteaux sont légers et bonne qualité,0,France,6
Mal présenté,3.0,dans la présentation de vente  les couteaux apparaissent dans un coffret a larrivée ils sont livrés dans une boîte en polystyrène beaucoup moins présentables ,0,France,6
Très bon produit,5.0,très bon produit  les couteaux m’ont l’air de très bonne qualités et j’ai même eu le droit à un économe en céramique,0,France,6
Je recommande,5.0,reçu en un temps éclair comme d’habitude couteau ultra tranchant j’ai essayé de découper un bout de carton pour voir le potentiel de la lame absolument satisfaite vraiment nickelles housses en plus sont vraiment un plus pour les couteaux,0,France,6
Mauvaise qualité,2.0,couteaux de mauvaise qualitéaprès quelques semaines dutilisation la lame se détache ce qui les rend inutilisablesregrette mon achat,0,France,6
Les couteaux qui coupent tout !,5.0,"your browser does not support  video


   superbe couteaux qui coupent tout avec une facilité déconcertante par rapport au couteau standard ménagés",0,France,6
Très bons couteaux,5.0,reçu dans un emballage assez solide coffret en polystyrène assez épaisles couteaux coupent extrêmement bien coupé un ananas sans aucun souci pour le test ils sont très léger ce qui peut paraître assez bizarre au début mais permet plus de précisions une fois pris en main je trouveje recommande 👌,0,France,6
Qualité moyenne,2.0,après  mois dutilisation dite normale sans excès et ayant habitude des couteaux céramiques la lame des  couteaux bouge,4,France,6
Moyen,2.0,pas super  manche assez fragile déjà  couteaux en mauvaise état pas de lavage au lave vaisselle c’est sûr que pour ce prix là faut pas s attendre à de la grande qualité,1,France,6
Céramique,5.0,emballage et envois parfaitles protections sont impeccable protection des lames et plastique bulle autour de chaque ustensileles couteaux coupent mais pas autant que je m y attendaisje recommande,0,France,6
Bon rapport qualité prix,5.0,conforme a la description ils sont jolis touché tout doux et le plus important ils coupent très bien 👍,0,France,6
mauvais produit,1.0,produit tres rapidement défectueux manche casse apres  jours,1,France,6
Céramique de Qualité,5.0,livraison rapide dans les délais  super produits de grande qualité qui découpe très facilement même les légumes les plus tenaces  je vous recommande ce superbe lot les yeux fermé,0,France,6
j'auris aimé être livé,2.0,hors de france en février mais joignable par téléphone pas informé  dun éventuel passage et encore moins dune livraison auprès de qui si javais été informé je pourrais faire des recherches dans mon secteur je demande une nouvelle livraisn comptetenu du fait que le matériel a bien été payé,0,France,6
Bon couteaux en céramique,5.0,bons couteaux en céramique il y a un plusieurs tailles qui permettent de choisir celui que l’on souhaite utiliser en fonction des différents besoinsil y’a même un économe qui permet de couper plus vites les aliments,0,France,6
Tres bon rapport qualite / Prix,5.0,tres bon rapport qualite  prix,0,France,6
